O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Datavis DBS Designer,Analytical or scientific software,N,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",DetNet ViewShot,Analytical or scientific software,N,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",ESRI ArcGIS software,Geographic information system,Y,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Global positioning system GPS software,Mobile location based services software,N,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Microsoft Excel,Spreadsheet software,Y,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Microsoft Office software,Office suite software,Y,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Microsoft Outlook,Electronic mail software,Y,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Microsoft PowerPoint,Presentation software,Y,N
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Microsoft Word,Word processing software,Y,N
47-5041.00,Continuous Mining Machine Operators,Fleet monitoring system software,Mobile location based services software,N,N
47-5041.00,Continuous Mining Machine Operators,Hitachi ZXLink,Mobile location based services software,N,N
47-5041.00,Continuous Mining Machine Operators,Leica Geosystems FMS,Mobile location based services software,N,N
47-5041.00,Continuous Mining Machine Operators,Microsoft Excel,Spreadsheet software,Y,N
47-5041.00,Continuous Mining Machine Operators,Microsoft Office software,Office suite software,Y,N
47-5041.00,Continuous Mining Machine Operators,Microsoft PowerPoint,Presentation software,Y,N
47-5041.00,Continuous Mining Machine Operators,Microsoft Word,Word processing software,Y,N
47-5041.00,Continuous Mining Machine Operators,Minitab,Analytical or scientific software,N,N
47-5043.00,"Roof Bolters, Mining",Caterpillar Cat MineStar System,Enterprise resource planning ERP software,N,N
47-5043.00,"Roof Bolters, Mining",Caterpillar Command,Industrial control software,N,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Automated systems software,Industrial control software,N,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Inventory management systems,Inventory management software,N,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Maintenance management software,Facilities management software,N,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Microsoft Excel,Spreadsheet software,Y,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Microsoft Outlook,Electronic mail software,Y,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Microsoft PowerPoint,Presentation software,Y,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Microsoft Windows,Operating system software,Y,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Mine maintenance software,Facilities management software,N,N
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Work time accounting software,Time accounting software,N,N
47-5051.00,"Rock Splitters, Quarry",Apache HTTP Server,Application server software,N,N
47-5051.00,"Rock Splitters, Quarry",Autodesk AutoCAD,Computer aided design CAD software,Y,N
47-5051.00,"Rock Splitters, Quarry",Facebook,Web page creation and editing software,Y,N
47-5051.00,"Rock Splitters, Quarry",Maintenance reporting software,Facilities management software,N,N
47-5051.00,"Rock Splitters, Quarry",Microsoft Excel,Spreadsheet software,Y,N
47-5051.00,"Rock Splitters, Quarry",Microsoft Office software,Office suite software,Y,N
47-5051.00,"Rock Splitters, Quarry",Microsoft PowerPoint,Presentation software,Y,N
47-5051.00,"Rock Splitters, Quarry",Microsoft Project,Project management software,Y,N
47-5051.00,"Rock Splitters, Quarry",Microsoft Word,Word processing software,Y,N
47-5051.00,"Rock Splitters, Quarry",Minitab,Analytical or scientific software,N,N
47-5051.00,"Rock Splitters, Quarry",SAP software,Enterprise resource planning ERP software,Y,N
47-5051.00,"Rock Splitters, Quarry",Time reporting software,Time accounting software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Database management systems,Data base management system software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Enertia,Inventory management software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Inventory management systems,Inventory management software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Maintenance record software,Project management software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Maintenance software,Enterprise resource planning ERP software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Access,Data base user interface and query software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Excel,Spreadsheet software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Office software,Office suite software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Outlook,Electronic mail software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft PowerPoint,Presentation software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Windows,Operating system software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Windows XP,Operating system software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Microsoft Word,Word processing software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Purchasing software,Procurement software,N,N
47-5071.00,"Roustabouts, Oil and Gas",SAP software,Enterprise resource planning ERP software,Y,N
47-5071.00,"Roustabouts, Oil and Gas",Telephony software,Internet protocol IP multimedia subsystem software,N,N
47-5071.00,"Roustabouts, Oil and Gas",Token Ring,Switch or router software,N,N
47-5081.00,Helpers--Extraction Workers,Google Docs,Word processing software,Y,N
47-5081.00,Helpers--Extraction Workers,Microsoft Excel,Spreadsheet software,Y,N
47-5081.00,Helpers--Extraction Workers,Microsoft Office software,Office suite software,Y,N
47-5081.00,Helpers--Extraction Workers,Microsoft Outlook,Electronic mail software,Y,N
47-5081.00,Helpers--Extraction Workers,Microsoft Word,Word processing software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Automated inventory software,Inventory management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",ComputerEase construction accounting software,Project management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Computerized maintenance management system CMMS,Facilities management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Cost accounting software,Accounting software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Database software,Data base user interface and query software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Email software,Electronic mail software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",HCSS HeavyBid,Project management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",HCSS HeavyJob,Project management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",IBM Domino,Communications server software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",IBM Notes,Electronic mail software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Infor ERP SyteLine,Enterprise resource planning ERP software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance management software,Facilities management software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Access,Data base user interface and query software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Dynamics,Enterprise resource planning ERP software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Excel,Spreadsheet software,Y,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Internet Explorer,Internet browser software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Office software,Office suite software,Y,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Outlook,Electronic mail software,Y,Y
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft PowerPoint,Presentation software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Project,Project management software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft SharePoint,Document management software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Windows,Operating system software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Microsoft Word,Word processing software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Oracle Primavera Enterprise Project Portfolio Management,Project management software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Payroll software,Time accounting software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Programmable logic controller PLC software,Industrial control software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Recordkeeping software,Data base user interface and query software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",SAP software,Enterprise resource planning ERP software,Y,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Scheduling software,Calendar and scheduling software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Supervisory control and data acquisition SCADA software,Industrial control software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Vehicle management software,Data base user interface and query software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",WorkTech MAXIMO,Enterprise resource planning ERP software,N,N
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Yardi software,Data base user interface and query software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Adobe Acrobat,Document management software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Call tracking software,Helpdesk or call center software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Cisco Systems VPN Client,Network security or virtual private network VPN management software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Database software,Data base user interface and query software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Debugging software,Program testing software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Email software,Electronic mail software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Extensible markup language XML,Enterprise application integration software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Extensible stylesheet language XSL,Enterprise application integration software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Hypertext markup language HTML,Web platform development software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",IBM Notes,Electronic mail software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",IBM WebSphere,Cloud-based management software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Inventory control system software,Inventory management software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",JavaScript,Web platform development software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Linux,Operating system software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Macromedia Cold Fusion,Web page creation and editing software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",McNeel Rhinoceros 3D,Graphics or photo imaging software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Access,Data base user interface and query software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Active Directory,Internet directory services software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Active Server Pages ASP,Web platform development software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Excel,Spreadsheet software,Y,Y
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Exchange,Electronic mail software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Hyperterminal,Platform interconnectivity software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Internet Explorer,Internet browser software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Office Live Meeting,Video conferencing software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Office software,Office suite software,Y,Y
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Outlook,Electronic mail software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft PowerPoint,Presentation software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Visual Basic.NET,Object or component oriented development software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Windows,Operating system software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Microsoft Word,Word processing software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Norton AntiVirus,Transaction security and virus protection software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Personal computer diagnostic software,Program testing software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Scheduling software,Calendar and scheduling software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",ServiceNow,Data base user interface and query software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Structured query language SQL,Data base user interface and query software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Symantec Altiris Deployment Solution,Configuration management software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Symantec Norton Utilities,Filesystem software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Terminal emulation software,Network connectivity terminal emulation software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",UNIX,Operating system software,Y,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Virus detection software,Transaction security and virus protection software,N,N
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Web browser software,Internet browser software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",AERONET calculator,Analytical or scientific software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Backbone.js,Web platform development software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Caliper Maptitude,Geographic information system,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Computerized maintenance management system CMMS,Facilities management software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Location mapping software,Map creation software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Maintenance documentation software,Facilities management software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Excel,Spreadsheet software,Y,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Office software,Office suite software,Y,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Outlook,Electronic mail software,Y,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft PowerPoint,Presentation software,Y,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Project,Project management software,Y,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Windows,Operating system software,Y,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Microsoft Word,Word processing software,Y,Y
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Sweep analysis software,Analytical or scientific software,N,N
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Zoho WebNMS Cell Tower Manager,Analytical or scientific software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Apache Struts,Web platform development software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Cisco IOS,Operating system software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Firewall software,Network security and virtual private network VPN equipment software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Fluke ClearSight Analyzer,Analytical or scientific software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Fluke Networks Fluke TechEXPERT,Expert system software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Fluke Networks TechAdvisor Field Access System,Analytical or scientific software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Geographic information system GIS systems,Geographic information system,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",IBM Domino,Communications server software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Microsoft Excel,Spreadsheet software,Y,Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Microsoft Office software,Office suite software,Y,Y
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Microsoft Outlook,Electronic mail software,Y,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Microsoft PowerPoint,Presentation software,Y,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Microsoft Word,Word processing software,Y,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Supervisory control and data acquisition SCADA software,Industrial control software,N,N
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Voice over internet protocol VoIP system software,Internet protocol IP multimedia subsystem software,N,N
49-2091.00,Avionics Technicians,Apache HTTP Server,Portal server software,N,N
49-2091.00,Avionics Technicians,Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2091.00,Avionics Technicians,Avionics system testing software,Analytical or scientific software,N,N
49-2091.00,Avionics Technicians,C++,Object or component oriented development software,Y,N
49-2091.00,Avionics Technicians,Computer diagnostic software,Analytical or scientific software,N,N
49-2091.00,Avionics Technicians,Dassault Systemes CATIA,Computer aided design CAD software,N,N
49-2091.00,Avionics Technicians,Linux,Operating system software,Y,N
49-2091.00,Avionics Technicians,Maintenance record software,Facilities management software,N,N
49-2091.00,Avionics Technicians,Microsoft Excel,Spreadsheet software,Y,Y
49-2091.00,Avionics Technicians,Microsoft Office software,Office suite software,Y,Y
49-2091.00,Avionics Technicians,Microsoft Outlook,Electronic mail software,Y,N
49-2091.00,Avionics Technicians,Microsoft PowerPoint,Presentation software,Y,N
49-2091.00,Avionics Technicians,Microsoft Word,Word processing software,Y,N
49-2091.00,Avionics Technicians,Oracle Java,Object or component oriented development software,Y,N
49-2091.00,Avionics Technicians,SAP software,Enterprise resource planning ERP software,Y,N
49-2091.00,Avionics Technicians,Software development tools,Development environment software,N,N
49-2091.00,Avionics Technicians,Technical Data Management System TDMS,Document management software,N,N
49-2091.00,Avionics Technicians,UNIX,Operating system software,Y,N
49-2091.00,Avionics Technicians,Workday software,Enterprise resource planning ERP software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Commutator profiling software,Analytical or scientific software,N,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Computerized maintenance management system CMMS,Facilities management software,N,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft Access,Data base user interface and query software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft Excel,Spreadsheet software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft Office software,Office suite software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft Outlook,Electronic mail software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft PowerPoint,Presentation software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Microsoft Word,Word processing software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Motor testing software,Analytical or scientific software,N,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Python,Object or component oriented development software,Y,N
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",SAP software,Enterprise resource planning ERP software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Adobe Acrobat,Document management software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Adobe Creative Cloud software,Graphics or photo imaging software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Adobe Illustrator,Graphics or photo imaging software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Adobe InDesign,Desktop publishing software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Adobe Photoshop,Graphics or photo imaging software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Autodesk Revit,Computer aided design CAD software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Fluke Corporation FlukeView Forms,Analytical or scientific software,N,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",IBM Lotus 1-2-3,Spreadsheet software,N,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",IBM Lotus Notes,Electronic mail software,N,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Linux,Operating system software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Megger PowerDB,Compliance software,N,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Microsoft Excel,Spreadsheet software,Y,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Microsoft Office software,Office suite software,Y,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Microsoft Outlook,Electronic mail software,Y,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Microsoft PowerPoint,Presentation software,Y,Y
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Microsoft Word,Word processing software,Y,N
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Trimble SketchUp Pro,Computer aided design CAD software,Y,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Circuit evaluation software,Analytical or scientific software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Computerized maintenance management system CMMS,Facilities management software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Database software,Data base user interface and query software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Email software,Electronic mail software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Maintenance management software,Facilities management software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Microsoft Excel,Spreadsheet software,Y,Y
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Microsoft Office software,Office suite software,Y,Y
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Microsoft Windows,Operating system software,Y,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Microsoft Word,Word processing software,Y,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Programmable logic controller PLC software,Industrial control software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Rockwell RSLogix,Program testing software,N,N
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",SAP Maintenance,Enterprise resource planning ERP software,N,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Fluke Corporation FlukeView Forms,Analytical or scientific software,N,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Megger PowerDB,Compliance software,N,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Microsoft Excel,Spreadsheet software,Y,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Microsoft Office software,Office suite software,Y,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Microsoft Outlook,Electronic mail software,Y,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Microsoft Windows,Operating system software,Y,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Microsoft Word,Word processing software,Y,Y
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",OMICRON Test Universe,Analytical or scientific software,N,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Supervisory control and data acquisition SCADA software,Industrial control software,N,N
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Web browser software,Internet browser software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Harris Tech X.over Pro,Analytical or scientific software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Harris Technologies BassBox,Analytical or scientific software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Installalogy Access Client,Data base user interface and query software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",LinearTeam WinISD,Analytical or scientific software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Microsoft Excel,Spreadsheet software,Y,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Microsoft Internet Explorer,Internet browser software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Microsoft Office software,Office suite software,Y,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Microsoft PowerPoint,Presentation software,Y,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Microsoft Word,Word processing software,Y,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",MobileToys MAIDXL,Data base user interface and query software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",True Audio WinSpeakerz,Analytical or scientific software,N,N
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",WHE Term-PAK,Computer aided design CAD software,N,N
49-2097.00,Audiovisual Equipment Installers and Repairers,Audio calibration software,Analytical or scientific software,N,N
49-2097.00,Audiovisual Equipment Installers and Repairers,Global positioning system GPS software,Mobile location based services software,N,N
49-2097.00,Audiovisual Equipment Installers and Repairers,Microsoft Excel,Spreadsheet software,Y,N
49-2097.00,Audiovisual Equipment Installers and Repairers,Microsoft Office software,Office suite software,Y,N
49-2097.00,Audiovisual Equipment Installers and Repairers,Microsoft Word,Word processing software,Y,N
49-2098.00,Security and Fire Alarm Systems Installers,Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-2098.00,Security and Fire Alarm Systems Installers,Exacq Technologies software,Video creation and editing software,N,N
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Excel,Spreadsheet software,Y,Y
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Hyperterminal,Platform interconnectivity software,N,N
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Office software,Office suite software,Y,Y
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Outlook,Electronic mail software,Y,N
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft PowerPoint,Presentation software,Y,N
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Windows,Operating system software,Y,N
